id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb
2493,IZ,1749,ARKIA  ISRAELI  AIRLINES,2026-07-09T17:20:00,2026-07-09T17:20:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
2494,LY,286,EL AL ISRAEL AIRLINES,2026-07-09T17:20:00,2026-07-09T17:20:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
2495,SK,3172,SAS,2026-07-09T17:20:00,2026-07-09T17:20:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
2496,IZ,263,ARKIA  ISRAELI  AIRLINES,2026-07-09T17:25:00,2026-07-09T17:25:00,D,IBZ,IBIZA,איביזה,IBIZA,ספרד,SPAIN,3,,,ON TIME,בזמן
2497,LY,348,EL AL ISRAEL AIRLINES,2026-07-09T17:25:00,2026-07-09T17:25:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
2498,SK,3188,SAS,2026-07-09T17:25:00,2026-07-09T17:25:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
2499,6H,512,ISRAIR AIRLINES,2026-07-09T17:25:00,2026-07-09T17:25:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
2500,IZ,289,ARKIA  ISRAELI  AIRLINES,2026-07-09T17:30:00,2026-07-09T17:30:00,D,BTS,BRATISLAVA,ברטיסלבה,BRATISLAVA,סלובקיה,SLOVAKIA,3,,,ON TIME,בזמן
2501,LY,363,EL AL ISRAEL AIRLINES,2026-07-09T17:30:00,2026-07-09T17:30:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
2502,LY,5129,EL AL ISRAEL AIRLINES,2026-07-09T17:30:00,2026-07-09T17:30:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,,,ON TIME,בזמן
2503,LY,5138,EL AL ISRAEL AIRLINES,2026-07-09T17:30:00,2026-07-09T17:30:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
2504,6H,045,ISRAIR AIRLINES,2026-07-09T17:30:00,2026-07-09T17:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
2505,IZ,152,ARKIA  ISRAELI  AIRLINES,2026-07-09T17:35:00,2026-07-09T17:35:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
2506,IB,7710,IBERIA,2026-07-09T17:45:00,2026-07-09T17:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
2507,LY,391,EL AL ISRAEL AIRLINES,2026-07-09T17:45:00,2026-07-09T17:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
2508,OS,081,AUSTRIAN AIRLINES,2026-07-09T17:45:00,2026-07-09T17:45:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
2509,BT,6678,AIR BALTIC,2026-07-09T17:50:00,2026-07-09T17:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
2510,EK,2471,EMIRATES,2026-07-09T17:50:00,2026-07-09T17:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
2511,FZ,1126,FLYDUBAI,2026-07-09T17:50:00,2026-07-09T17:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
2512,KL,2472,K.L.M.,2026-07-09T17:50:00,2026-07-09T17:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
2513,LY,338,EL AL ISRAEL AIRLINES,2026-07-09T17:50:00,2026-07-09T17:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
2514,SK,3150,SAS,2026-07-09T17:50:00,2026-07-09T17:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
2515,LY,2523,EL AL ISRAEL AIRLINES,2026-07-09T17:55:00,2026-07-09T17:55:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
2516,LY,5052,EL AL ISRAEL AIRLINES,2026-07-09T17:55:00,2026-07-09T17:55:00,A,JTR,SANTORINI,סנטוריני,SANTORINI,יוון,GREECE,3,,,NOT FINAL,לא סופי
2517,6H,711,ISRAIR AIRLINES,2026-07-09T17:55:00,2026-07-09T17:55:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
2518,AR,7859,AEROLINEAS ARGENTINAS S.A.,2026-07-09T18:00:00,2026-07-09T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
2519,LY,289,EL AL ISRAEL AIRLINES,2026-07-09T18:00:00,2026-07-09T18:00:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3,,,ON TIME,בזמן
2520,LY,383,EL AL ISRAEL AIRLINES,2026-07-09T18:00:00,2026-07-09T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
2521,SK,3169,SAS,2026-07-09T18:00:00,2026-07-09T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
2522,TP,8900,AIR PORTUGAL,2026-07-09T18:00:00,2026-07-09T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
2523,W4,6403,WIZZ AIR MALTA,2026-07-09T18:00:00,2026-07-09T18:00:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
2524,AF,6175,AIR FRANCE,2026-07-09T18:05:00,2026-07-09T18:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
2525,AM,7855,AERO MEXICO,2026-07-09T18:05:00,2026-07-09T18:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
2526,LY,222,EL AL ISRAEL AIRLINES,2026-07-09T18:05:00,2026-07-09T18:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
2527,SK,3196,SAS,2026-07-09T18:05:00,2026-07-09T18:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
2528,6H,174,ISRAIR AIRLINES,2026-07-09T18:05:00,2026-07-09T18:05:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
2529,6H,565,ISRAIR AIRLINES,2026-07-09T18:05:00,2026-07-09T18:05:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
2530,BZ,701,BLUE BIRD AIRWAYS,2026-07-09T18:10:00,2026-07-09T18:10:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
2531,FB,571,BULGARIA  AIR,2026-07-09T18:10:00,2026-07-09T18:10:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
2532,IZ,417,ARKIA  ISRAELI  AIRLINES,2026-07-09T18:10:00,2026-07-09T18:10:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,,,ON TIME,בזמן
2533,6H,729,ISRAIR AIRLINES,2026-07-09T18:10:00,2026-07-09T18:10:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,ON TIME,בזמן
2534,CY,113,CYPRUS AIRWAYS,2026-07-09T18:15:00,2026-07-09T18:15:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
2535,EK,2450,EMIRATES,2026-07-09T18:15:00,2026-07-09T18:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
2536,FZ,1625,FLYDUBAI,2026-07-09T18:15:00,2026-07-09T18:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
2537,IZ,338,ARKIA  ISRAELI  AIRLINES,2026-07-09T18:20:00,2026-07-09T18:20:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
2538,BZ,757,BLUE BIRD AIRWAYS,2026-07-09T18:25:00,2026-07-09T18:25:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
2539,LY,571,EL AL ISRAEL AIRLINES,2026-07-09T18:30:00,2026-07-09T18:30:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
2540,RO,9100,TAROM - ROMANIAN AIR TRANSPORT,2026-07-09T18:30:00,2026-07-09T18:30:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
2541,IZ,214,ARKIA  ISRAELI  AIRLINES,2026-07-09T18:35:00,2026-07-09T18:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
2542,LY,387,EL AL ISRAEL AIRLINES,2026-07-09T18:35:00,2026-07-09T18:35:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
2543,SK,3183,SAS,2026-07-09T18:35:00,2026-07-09T18:35:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
2544,TP,8912,AIR PORTUGAL,2026-07-09T18:35:00,2026-07-09T18:35:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
2545,BZ,703,BLUE BIRD AIRWAYS,2026-07-09T18:40:00,2026-07-09T18:40:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
2546,OS,082,AUSTRIAN AIRLINES,2026-07-09T18:40:00,2026-07-09T18:40:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
2547,6H,762,ISRAIR AIRLINES,2026-07-09T18:40:00,2026-07-09T18:40:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
2548,LY,5468,EL AL ISRAEL AIRLINES,2026-07-09T18:45:00,2026-07-09T18:45:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
