id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,avg_flight_hours_estimate
2169,6H,764,ISRAIR AIRLINES,2026-07-14T19:00:00,2026-07-14T19:00:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,3.75
2170,6H,823,ISRAIR AIRLINES,2026-07-14T19:00:00,2026-07-14T19:00:00,D,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,1.0,,,ON TIME,בזמן,4.0
2171,BZ,703,BLUE BIRD AIRWAYS,2026-07-14T19:05:00,2026-07-14T19:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2172,LY,5450,EL AL ISRAEL AIRLINES,2026-07-14T19:15:00,2026-07-14T19:15:00,A,PVK,PREVEZA,פרבצה,PREVEZA,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2173,IZ,054,ARKIA  ISRAELI  AIRLINES,2026-07-14T19:20:00,2026-07-14T19:20:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2174,IZ,094,ARKIA  ISRAELI  AIRLINES,2026-07-14T19:20:00,2026-07-14T19:20:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2175,IZ,822,ARKIA  ISRAELI  AIRLINES,2026-07-14T19:20:00,2026-07-14T19:20:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,NOT FINAL,לא סופי,1.0
2176,BZ,758,BLUE BIRD AIRWAYS,2026-07-14T19:25:00,2026-07-14T19:25:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
2177,EK,2451,EMIRATES,2026-07-14T19:25:00,2026-07-14T19:25:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,3.25
2178,FZ,1626,FLYDUBAI,2026-07-14T19:25:00,2026-07-14T19:25:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,3.25
2179,LY,5052,EL AL ISRAEL AIRLINES,2026-07-14T19:25:00,2026-07-14T19:25:00,A,JTR,SANTORINI,סנטוריני,SANTORINI,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2180,EK,2345,EMIRATES,2026-07-14T19:30:00,2026-07-14T19:30:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
2181,FZ,1807,FLYDUBAI,2026-07-14T19:30:00,2026-07-14T19:30:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
2182,LY,5195,EL AL ISRAEL AIRLINES,2026-07-14T19:30:00,2026-07-14T19:30:00,D,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,1.0,,,ON TIME,בזמן,2.75
2183,LY,543,EL AL ISRAEL AIRLINES,2026-07-14T19:30:00,2026-07-14T19:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,78-99,D,ON TIME,בזמן,1.75
2184,5F,5510,FLYONE,2026-07-14T19:30:00,2026-07-14T19:30:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,ON TIME,בזמן,2.25
2185,LY,2367,EL AL ISRAEL AIRLINES,2026-07-14T19:40:00,2026-07-14T19:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,78-99,D,ON TIME,בזמן,3.0
2186,6H,893,ISRAIR AIRLINES,2026-07-14T19:40:00,2026-07-14T19:40:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,,,ON TIME,בזמן,2.75
2187,LY,091,EL AL ISRAEL AIRLINES,2026-07-14T19:45:00,2026-07-14T19:45:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3.0,78-99,D,ON TIME,בזמן,11.5
2188,QF,5014,QANTAS AIRWAYS,2026-07-14T19:45:00,2026-07-14T19:45:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3.0,78-99,D,ON TIME,בזמן,11.5
2189,AM,7861,AERO MEXICO,2026-07-14T19:50:00,2026-07-14T19:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,11.5
2190,BZ,747,BLUE BIRD AIRWAYS,2026-07-14T19:50:00,2026-07-14T19:50:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
2191,DL,7445,DELTA AIRLINES,2026-07-14T19:50:00,2026-07-14T19:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,11.5
2192,LY,106,EL AL ISRAEL AIRLINES,2026-07-14T19:50:00,2026-07-14T19:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,11.5
2193,LY,5127,EL AL ISRAEL AIRLINES,2026-07-14T19:50:00,2026-07-14T19:50:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,78-99,D,ON TIME,בזמן,2.25
2194,A3,927,AEGEAN  AIRLINES,2026-07-14T19:55:00,2026-07-14T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
2195,EK,4978,EMIRATES,2026-07-14T19:55:00,2026-07-14T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
2196,JU,7614,AIR SERBIA,2026-07-14T19:55:00,2026-07-14T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
2197,4V,518,SKY UP NISTRU,2026-07-14T20:00:00,2026-07-14T20:00:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,ON TIME,בזמן,2.25
2198,6H,805,ISRAIR AIRLINES,2026-07-14T20:00:00,2026-07-14T20:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,201-209,G,ON TIME,בזמן,2.75
2199,EY,598,ETIHAD AIRWAYS,2026-07-14T20:10:00,2026-07-14T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,3.25
2200,LY,9607,EL AL ISRAEL AIRLINES,2026-07-14T20:10:00,2026-07-14T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,3.25
2201,6H,244,ISRAIR AIRLINES,2026-07-14T20:10:00,2026-07-14T20:10:00,A,SZG,SALZBURG,זלצבורג,SALZBURG,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,3.5
2202,HY,304,UZBEKISTAN AIR,2026-07-14T20:15:00,2026-07-14T20:15:00,D,SKD,SAMARKAND,סמרקנד,SAMARKAND,אוזבקיסטן,UZBEKISTAN,3.0,,,ON TIME,בזמן,3.5
2203,IZ,827,ARKIA  ISRAELI  AIRLINES,2026-07-14T20:20:00,2026-07-14T20:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,ON TIME,בזמן,1.0
2204,LY,088,EL AL ISRAEL AIRLINES,2026-07-14T20:20:00,2026-07-14T20:20:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
2205,TG,4582,THAI AIRWAYS,2026-07-14T20:20:00,2026-07-14T20:20:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
2206,6H,561,ISRAIR AIRLINES,2026-07-14T20:20:00,2026-07-14T20:20:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,1.0,,,ON TIME,בזמן,1.75
2207,IZ,169,ARKIA  ISRAELI  AIRLINES,2026-07-14T20:25:00,2026-07-14T20:25:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,,,ON TIME,בזמן,1.0
2208,LY,5133,EL AL ISRAEL AIRLINES,2026-07-14T20:30:00,2026-07-14T20:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,,,ON TIME,בזמן,1.0
2209,EK,2346,EMIRATES,2026-07-14T20:45:00,2026-07-14T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,3.25
2210,FZ,1808,FLYDUBAI,2026-07-14T20:45:00,2026-07-14T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,3.25
2211,LY,5137,EL AL ISRAEL AIRLINES,2026-07-14T20:45:00,2026-07-14T20:45:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,1.0,,,ON TIME,בזמן,1.0
2212,LY,5109,EL AL ISRAEL AIRLINES,2026-07-14T20:50:00,2026-07-14T20:50:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,,,ON TIME,בזמן,2.75
2213,AF,7070,AIR FRANCE,2026-07-14T20:55:00,2026-07-14T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
2214,AM,7862,AERO MEXICO,2026-07-14T20:55:00,2026-07-14T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
2215,LY,324,EL AL ISRAEL AIRLINES,2026-07-14T20:55:00,2026-07-14T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
2216,LY,5403,EL AL ISRAEL AIRLINES,2026-07-14T20:55:00,2026-07-14T20:55:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,78-99,D,ON TIME,בזמן,2.75
2217,SK,3160,SAS,2026-07-14T20:55:00,2026-07-14T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
2218,LY,5181,EL AL ISRAEL AIRLINES,2026-07-14T21:00:00,2026-07-14T21:00:00,D,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,1.0,,,ON TIME,בזמן,2.75
2219,IZ,215,ARKIA  ISRAELI  AIRLINES,2026-07-14T21:10:00,2026-07-14T21:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
2220,LY,5418,EL AL ISRAEL AIRLINES,2026-07-14T21:15:00,2026-07-14T21:15:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,2.75
2221,EK,2167,EMIRATES,2026-07-14T21:40:00,2026-07-14T21:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
2222,FZ,1053,FLYDUBAI,2026-07-14T21:40:00,2026-07-14T21:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
2223,6H,946,ISRAIR AIRLINES,2026-07-14T21:40:00,2026-07-14T21:40:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
2224,IZ,161,ARKIA  ISRAELI  AIRLINES,2026-07-14T21:45:00,2026-07-14T21:45:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,ON TIME,בזמן,1.0
2225,IZ,742,ARKIA  ISRAELI  AIRLINES,2026-07-14T21:45:00,2026-07-14T21:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
2226,IZ,412,ARKIA  ISRAELI  AIRLINES,2026-07-14T21:50:00,2026-07-14T21:50:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,2.0
2227,LY,087,EL AL ISRAEL AIRLINES,2026-07-14T21:50:00,2026-07-14T21:50:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3.0,,,ON TIME,בזמן,9.5
2228,TG,4580,THAI AIRWAYS,2026-07-14T21:50:00,2026-07-14T21:50:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3.0,,,ON TIME,בזמן,9.5
2229,6H,170,ISRAIR AIRLINES,2026-07-14T21:50:00,2026-07-14T21:50:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,2.0
2230,DL,7448,DELTA AIRLINES,2026-07-14T21:55:00,2026-07-14T21:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
2231,LY,316,EL AL ISRAEL AIRLINES,2026-07-14T21:55:00,2026-07-14T21:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
2232,SK,3176,SAS,2026-07-14T21:55:00,2026-07-14T21:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
2233,VS,7494,VIRGIN ATLANTIC AIRWAYS,2026-07-14T21:55:00,2026-07-14T21:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
2234,BZ,317,BLUE BIRD AIRWAYS,2026-07-14T22:10:00,2026-07-14T22:10:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,3.5
2235,6H,574,ISRAIR AIRLINES,2026-07-14T22:15:00,2026-07-14T22:15:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2236,LY,081,EL AL ISRAEL AIRLINES,2026-07-14T22:20:00,2026-07-14T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
2237,LY,092,EL AL ISRAEL AIRLINES,2026-07-14T22:20:00,2026-07-14T22:20:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3.0,,,NOT FINAL,לא סופי,11.5
2238,QF,5013,QANTAS AIRWAYS,2026-07-14T22:20:00,2026-07-14T22:20:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3.0,,,NOT FINAL,לא סופי,11.5
2239,QF,5020,QANTAS AIRWAYS,2026-07-14T22:20:00,2026-07-14T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
2240,TG,4584,THAI AIRWAYS,2026-07-14T22:20:00,2026-07-14T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
2241,VN,3298,VIETNAM AIRLINES,2026-07-14T22:20:00,2026-07-14T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
2242,BZ,565,BLUE BIRD AIRWAYS,2026-07-14T22:30:00,2026-07-14T22:30:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,,,NOT FINAL,לא סופי,2.0
2243,GQ,720,SKY EXPRESS S.A.,2026-07-14T22:30:00,2026-07-14T22:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2244,BZ,261,BLUE BIRD AIRWAYS,2026-07-14T22:40:00,2026-07-14T22:40:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
2245,IZ,224,ARKIA  ISRAELI  AIRLINES,2026-07-14T22:45:00,2026-07-14T22:45:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2246,IZ,274,ARKIA  ISRAELI  AIRLINES,2026-07-14T22:45:00,2026-07-14T22:45:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
2247,EK,2168,EMIRATES,2026-07-14T22:50:00,2026-07-14T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,3.25
2248,FZ,1054,FLYDUBAI,2026-07-14T22:50:00,2026-07-14T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,3.25
2249,IZ,828,ARKIA  ISRAELI  AIRLINES,2026-07-14T22:50:00,2026-07-14T22:50:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,NOT FINAL,לא סופי,1.0
2250,AF,7074,AIR FRANCE,2026-07-14T22:55:00,2026-07-14T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
2251,AM,7890,AERO MEXICO,2026-07-14T22:55:00,2026-07-14T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
2252,LY,084,EL AL ISRAEL AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
2253,LY,328,EL AL ISRAEL AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
2254,LY,546,EL AL ISRAEL AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2255,QF,5019,QANTAS AIRWAYS,2026-07-14T22:55:00,2026-07-14T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
2256,TG,4585,THAI AIRWAYS,2026-07-14T22:55:00,2026-07-14T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
2257,VN,3295,VIETNAM AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
2258,6H,518,ISRAIR AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2259,ET,414,ETHIOPIAN AIRLINES,2026-07-14T23:00:00,2026-07-14T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,4.5
2260,LY,8806,EL AL ISRAEL AIRLINES,2026-07-14T23:00:00,2026-07-14T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,4.5
2261,WZ,015,RED WINGS AIRLINES,2026-07-14T23:00:00,2026-07-14T23:00:00,A,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3.0,,,NOT FINAL,לא סופי,4.0
2262,EY,599,ETIHAD AIRWAYS,2026-07-14T23:05:00,2026-07-14T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
2263,LY,9611,EL AL ISRAEL AIRLINES,2026-07-14T23:05:00,2026-07-14T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
2264,LH,690,LUFTHANSA,2026-07-14T23:15:00,2026-07-14T23:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
2265,LY,9490,EL AL ISRAEL AIRLINES,2026-07-14T23:20:00,2026-07-14T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,2.5
2266,RO,155,TAROM - ROMANIAN AIR TRANSPORT,2026-07-14T23:20:00,2026-07-14T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,2.5
2267,IZ,170,ARKIA  ISRAELI  AIRLINES,2026-07-14T23:25:00,2026-07-14T23:25:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
2268,GQ,721,SKY EXPRESS S.A.,2026-07-14T23:30:00,2026-07-14T23:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
2269,BZ,441,BLUE BIRD AIRWAYS,2026-07-14T23:40:00,2026-07-14T23:40:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,NOT FINAL,לא סופי,3.0
2270,U8,461,TUS AIRWAYS,2026-07-14T23:40:00,2026-07-14T23:40:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,3.75
2271,BZ,151,BLUE BIRD AIRWAYS,2026-07-14T23:45:00,2026-07-14T23:45:00,A,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
2272,IZ,0412A,ARKIA  ISRAELI  AIRLINES,2026-07-14T23:45:00,2026-07-14T23:45:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,2.0
2273,BZ,273,BLUE BIRD AIRWAYS,2026-07-14T23:50:00,2026-07-14T23:50:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
2274,J2,321,AZERBAIJAN AIRLINES,2026-07-14T23:50:00,2026-07-14T23:50:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,NOT FINAL,לא סופי,2.75
2275,LY,5134,EL AL ISRAEL AIRLINES,2026-07-14T23:50:00,2026-07-14T23:50:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
2276,LY,9956,EL AL ISRAEL AIRLINES,2026-07-14T23:50:00,2026-07-14T23:50:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,NOT FINAL,לא סופי,2.75
2277,IZ,262,ARKIA  ISRAELI  AIRLINES,2026-07-14T23:55:00,2026-07-14T23:55:00,A,AGP,MALAGA,מלגה,MALAGA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
2278,IZ,597,ARKIA  ISRAELI  AIRLINES,2026-07-14T23:55:00,2026-07-14T23:55:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3.0,,,ON TIME,בזמן,9.5
2279,BZ,755,BLUE BIRD AIRWAYS,2026-07-15T00:00:00,2026-07-15T00:00:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
2280,AM,7895,AERO MEXICO,2026-07-15T00:05:00,2026-07-15T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
2281,DL,7426,DELTA AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
2282,IZ,912,ARKIA  ISRAELI  AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,A,STN,LONDON -STANSTED,לונדון,STANSTED,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
2283,IZ,991,ARKIA  ISRAELI  AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,ON TIME,בזמן,11.5
2284,LY,003,EL AL ISRAEL AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
2285,6H,116,ISRAIR AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
2286,AR,7851,AEROLINEAS ARGENTINAS S.A.,2026-07-15T00:15:00,2026-07-15T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
2287,DL,7437,DELTA AIRLINES,2026-07-15T00:15:00,2026-07-15T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
