id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,avg_flight_hours_estimate
566,LY,394,EL AL ISRAEL AIRLINES,2026-07-12T15:50:00,2026-07-12T16:41:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,LANDED,נחתה,5.0
567,EY,597,ETIHAD AIRWAYS,2026-07-12T16:50:00,2026-07-12T16:43:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
568,IZ,743,ARKIA  ISRAELI  AIRLINES,2026-07-12T16:35:00,2026-07-12T16:43:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,G1-G18,G,DEPARTED,המריאה,4.5
569,LY,9605,EL AL ISRAEL AIRLINES,2026-07-12T16:50:00,2026-07-12T16:43:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
570,6H,562,ISRAIR AIRLINES,2026-07-12T16:15:00,2026-07-12T16:45:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
571,IZ,338,ARKIA  ISRAELI  AIRLINES,2026-07-12T15:40:00,2026-07-12T16:49:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
572,LH,687,LUFTHANSA,2026-07-12T16:30:00,2026-07-12T16:49:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,27-33,A,DEPARTED,המריאה,4.25
573,BT,6686,AIR BALTIC,2026-07-12T16:00:00,2026-07-12T16:52:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,LANDED,נחתה,4.25
574,LY,358,EL AL ISRAEL AIRLINES,2026-07-12T16:00:00,2026-07-12T16:52:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,LANDED,נחתה,4.25
575,W9,5302,WIZZ UK,2026-07-12T15:30:00,2026-07-12T16:52:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,222-226,G,DEPARTED,המריאה,5.0
576,IZ,416,ARKIA  ISRAELI  AIRLINES,2026-07-12T13:45:00,2026-07-12T16:55:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,LANDED,נחתה,2.75
577,A3,454,AEGEAN  AIRLINES,2026-07-12T16:45:00,2026-07-12T16:57:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
578,LY,5419,EL AL ISRAEL AIRLINES,2026-07-12T16:30:00,2026-07-12T16:57:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,78-99,D,DEPARTED,המריאה,3.75
579,LY,312,EL AL ISRAEL AIRLINES,2026-07-12T16:25:00,2026-07-12T16:59:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,,,LANDED,נחתה,5.0
580,AZ,807,ITALIA TRASPORTO AEREO,2026-07-12T14:30:00,2026-07-12T17:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,7-11,A,DEPARTED,המריאה,3.75
581,JU,7379,AIR SERBIA,2026-07-12T14:30:00,2026-07-12T17:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,7-11,A,DEPARTED,המריאה,3.75
582,LH,5233,LUFTHANSA,2026-07-12T14:30:00,2026-07-12T17:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,7-11,A,DEPARTED,המריאה,3.75
583,IZ,291,ARKIA  ISRAELI  AIRLINES,2026-07-12T16:35:00,2026-07-12T17:02:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,G1-G18,G,DEPARTED,המריאה,3.0
584,6H,511,ISRAIR AIRLINES,2026-07-12T13:10:00,2026-07-12T17:04:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1.0,305-313,A,DEPARTED,המריאה,1.75
585,CY,1149,CYPRUS AIRWAYS,2026-07-12T16:55:00,2026-07-12T17:07:00,A,MJT,MITILINI,לסבוס,LESBOS,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
586,6H,594,ISRAIR AIRLINES,2026-07-12T17:05:00,2026-07-12T17:12:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
587,W4,3264,WIZZ AIR MALTA,2026-07-12T16:25:00,2026-07-12T17:13:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,1.0,361-363,D,DEPARTED,המריאה,2.5
588,LY,382,EL AL ISRAEL AIRLINES,2026-07-12T16:40:00,2026-07-12T17:15:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
589,SK,3184,SAS,2026-07-12T16:40:00,2026-07-12T17:15:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
590,6H,583,ISRAIR AIRLINES,2026-07-12T14:00:00,2026-07-12T17:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,201-210,G,DEPARTED,המריאה,1.0
591,U8,217,TUS AIRWAYS,2026-07-12T13:35:00,2026-07-12T17:21:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
592,U8,106,TUS AIRWAYS,2026-07-12T15:55:00,2026-07-12T17:25:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
593,AM,7877,AERO MEXICO,2026-07-12T17:00:00,2026-07-12T17:26:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,78-99,D,DEPARTED,המריאה,5.0
594,LY,317,EL AL ISRAEL AIRLINES,2026-07-12T17:00:00,2026-07-12T17:26:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,78-99,D,DEPARTED,המריאה,5.0
595,VS,7495,VIRGIN ATLANTIC AIRWAYS,2026-07-12T17:00:00,2026-07-12T17:26:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,78-99,D,DEPARTED,המריאה,5.0
596,LY,5438,EL AL ISRAEL AIRLINES,2026-07-12T17:30:00,2026-07-12T17:27:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
597,IZ,821,ARKIA  ISRAELI  AIRLINES,2026-07-12T16:50:00,2026-07-12T17:29:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,349-354,C,DEPARTED,המריאה,1.0
598,6H,520,ISRAIR AIRLINES,2026-07-12T17:25:00,2026-07-12T17:30:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
599,LY,341,EL AL ISRAEL AIRLINES,2026-07-12T16:20:00,2026-07-12T17:31:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3.0,78-99,D,DEPARTED,המריאה,4.25
600,DL,7442,DELTA AIRLINES,2026-07-12T17:20:00,2026-07-12T17:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,11.5
601,LY,026,EL AL ISRAEL AIRLINES,2026-07-12T17:20:00,2026-07-12T17:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,11.5
602,6H,381,ISRAIR AIRLINES,2026-07-12T16:40:00,2026-07-12T17:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,1.0,305-313,A,DEPARTED,המריאה,3.75
603,AM,7866,AERO MEXICO,2026-07-12T17:15:00,2026-07-12T17:38:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
604,AR,7855,AEROLINEAS ARGENTINAS S.A.,2026-07-12T17:15:00,2026-07-12T17:38:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
605,IB,7716,IBERIA,2026-07-12T17:15:00,2026-07-12T17:38:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
606,LY,397,EL AL ISRAEL AIRLINES,2026-07-12T17:15:00,2026-07-12T17:38:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
607,LY,375,EL AL ISRAEL AIRLINES,2026-07-12T17:00:00,2026-07-12T17:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,78-99,D,DEPARTED,המריאה,5.75
608,TP,8920,AIR PORTUGAL,2026-07-12T17:00:00,2026-07-12T17:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,78-99,D,DEPARTED,המריאה,5.75
609,AF,7071,AIR FRANCE,2026-07-12T17:05:00,2026-07-12T17:42:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
610,AM,7853,AERO MEXICO,2026-07-12T17:05:00,2026-07-12T17:42:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
611,LY,325,EL AL ISRAEL AIRLINES,2026-07-12T17:05:00,2026-07-12T17:42:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
612,U8,104,TUS AIRWAYS,2026-07-12T13:35:00,2026-07-12T17:43:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
613,IZ,419,ARKIA  ISRAELI  AIRLINES,2026-07-12T16:15:00,2026-07-12T17:44:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,G1-G18,G,DEPARTED,המריאה,2.75
614,LY,343,EL AL ISRAEL AIRLINES,2026-07-12T16:40:00,2026-07-12T17:46:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,78-99,D,DEPARTED,המריאה,4.25
615,LY,5032,EL AL ISRAEL AIRLINES,2026-07-12T17:25:00,2026-07-12T17:46:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
616,SK,3191,SAS,2026-07-12T16:40:00,2026-07-12T17:46:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,78-99,D,DEPARTED,המריאה,4.25
617,IZ,053,ARKIA  ISRAELI  AIRLINES,2026-07-12T16:00:00,2026-07-12T17:48:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,G1-G18,G,DEPARTED,המריאה,1.75
618,LO,156,LOT POLISH AIRLINES,2026-07-12T16:50:00,2026-07-12T17:50:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,34-38,B,DEPARTED,המריאה,3.75
619,LY,5052,EL AL ISRAEL AIRLINES,2026-07-12T17:55:00,2026-07-12T17:51:00,A,JTR,SANTORINI,סנטוריני,SANTORINI,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
620,6H,597,ISRAIR AIRLINES,2026-07-12T17:00:00,2026-07-12T17:52:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,201-210,G,DEPARTED,המריאה,1.0
621,IZ,411,ARKIA  ISRAELI  AIRLINES,2026-07-12T15:10:00,2026-07-12T17:54:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,1.0,332-337,B,DEPARTED,המריאה,2.0
622,LY,348,EL AL ISRAEL AIRLINES,2026-07-12T17:25:00,2026-07-12T17:55:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,LANDED,נחתה,4.25
623,SK,3188,SAS,2026-07-12T17:25:00,2026-07-12T17:55:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,LANDED,נחתה,4.25
624,LY,286,EL AL ISRAEL AIRLINES,2026-07-12T17:20:00,2026-07-12T17:56:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
625,SK,3172,SAS,2026-07-12T17:20:00,2026-07-12T17:56:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
626,U8,158,TUS AIRWAYS,2026-07-12T15:40:00,2026-07-12T17:56:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,39-55,B,DEPARTED,המריאה,1.0
627,6H,725,ISRAIR AIRLINES,2026-07-12T16:00:00,2026-07-12T17:59:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,1.0,305-313,A,DEPARTED,המריאה,3.0
628,IZ,369,ARKIA  ISRAELI  AIRLINES,2026-07-12T17:30:00,2026-07-12T18:00:00,D,TGD,PODGORICA,פודגוריצה,PODGORICA,מונטנגרו,MONTENEGRO,3.0,G1-G18,G,DEPARTED,המריאה,2.75
629,AM,7856,AERO MEXICO,2026-07-12T16:55:00,2026-07-12T18:01:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,11.5
630,DL,7431,DELTA AIRLINES,2026-07-12T16:55:00,2026-07-12T18:01:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,11.5
631,LY,008,EL AL ISRAEL AIRLINES,2026-07-12T16:55:00,2026-07-12T18:01:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,11.5
632,LY,545,EL AL ISRAEL AIRLINES,2026-07-12T17:15:00,2026-07-12T18:02:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,78-99,D,DEPARTED,המריאה,1.75
633,U8,156,TUS AIRWAYS,2026-07-12T13:45:00,2026-07-12T18:05:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,34-55,B,DEPARTED,המריאה,1.0
634,EK,2450,EMIRATES,2026-07-12T18:15:00,2026-07-12T18:06:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
635,FZ,1625,FLYDUBAI,2026-07-12T18:15:00,2026-07-12T18:06:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
636,IZ,093,ARKIA  ISRAELI  AIRLINES,2026-07-12T15:50:00,2026-07-12T18:07:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,1.0,332-337,B,DEPARTED,המריאה,1.75
637,IZ,152,ARKIA  ISRAELI  AIRLINES,2026-07-12T17:40:00,2026-07-12T18:07:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
638,EK,2471,EMIRATES,2026-07-12T17:50:00,2026-07-12T18:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-59,C,DEPARTED,המריאה,3.25
639,FZ,1126,FLYDUBAI,2026-07-12T17:50:00,2026-07-12T18:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-59,C,DEPARTED,המריאה,3.25
640,IB,7710,IBERIA,2026-07-12T17:45:00,2026-07-12T18:10:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
641,LY,391,EL AL ISRAEL AIRLINES,2026-07-12T17:45:00,2026-07-12T18:10:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
642,6H,045,ISRAIR AIRLINES,2026-07-12T17:30:00,2026-07-12T18:11:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,355-360,C,DEPARTED,המריאה,1.0
643,6H,174,ISRAIR AIRLINES,2026-07-12T18:10:00,2026-07-12T18:11:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3.0,,,LANDED,נחתה,2.75
644,A3,527,AEGEAN  AIRLINES,2026-07-12T17:40:00,2026-07-12T18:13:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,223-226,G,DEPARTED,המריאה,1.0
645,6H,825,ISRAIR AIRLINES,2026-07-12T17:00:00,2026-07-12T18:16:00,D,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,1.0,305-313,A,DEPARTED,המריאה,4.0
646,BT,6678,AIR BALTIC,2026-07-12T17:50:00,2026-07-12T18:17:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,LANDED,נחתה,4.75
647,KL,2472,K.L.M.,2026-07-12T17:50:00,2026-07-12T18:17:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,LANDED,נחתה,4.75
648,LY,338,EL AL ISRAEL AIRLINES,2026-07-12T17:50:00,2026-07-12T18:17:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,LANDED,נחתה,4.75
649,SK,3150,SAS,2026-07-12T17:50:00,2026-07-12T18:17:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,LANDED,נחתה,4.75
650,LY,2523,EL AL ISRAEL AIRLINES,2026-07-12T18:00:00,2026-07-12T18:18:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,78-99,D,DEPARTED,המריאה,3.75
651,IZ,1749,ARKIA  ISRAELI  AIRLINES,2026-07-12T17:20:00,2026-07-12T18:20:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,G1-G18,G,DEPARTED,המריאה,4.5
652,AF,6175,AIR FRANCE,2026-07-12T18:10:00,2026-07-12T18:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,LANDED,נחתה,4.5
653,AM,7855,AERO MEXICO,2026-07-12T18:10:00,2026-07-12T18:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,LANDED,נחתה,4.5
654,LY,222,EL AL ISRAEL AIRLINES,2026-07-12T18:10:00,2026-07-12T18:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,LANDED,נחתה,4.5
655,SK,3196,SAS,2026-07-12T18:10:00,2026-07-12T18:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,LANDED,נחתה,4.5
656,LY,363,EL AL ISRAEL AIRLINES,2026-07-12T17:35:00,2026-07-12T18:29:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,78-99,D,DEPARTED,המריאה,3.5
657,6H,584,ISRAIR AIRLINES,2026-07-12T17:10:00,2026-07-12T18:30:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,DELAYED,עיכוב,1.0
658,AF,6173,AIR FRANCE,2026-07-12T17:10:00,2026-07-12T18:31:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
659,LIL,9136,FLY LILI,2026-07-12T17:55:00,2026-07-12T18:31:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
660,LY,223,EL AL ISRAEL AIRLINES,2026-07-12T17:10:00,2026-07-12T18:31:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
661,6H,565,ISRAIR AIRLINES,2026-07-12T18:05:00,2026-07-12T18:34:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,201-210,G,DEPARTED,המריאה,1.75
662,6H,762,ISRAIR AIRLINES,2026-07-12T18:40:00,2026-07-12T18:34:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,LANDED,נחתה,3.75
663,AR,7859,AEROLINEAS ARGENTINAS S.A.,2026-07-12T18:00:00,2026-07-12T18:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
664,LY,383,EL AL ISRAEL AIRLINES,2026-07-12T18:00:00,2026-07-12T18:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
665,SK,3169,SAS,2026-07-12T18:00:00,2026-07-12T18:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
666,TP,8900,AIR PORTUGAL,2026-07-12T18:00:00,2026-07-12T18:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
667,LY,289,EL AL ISRAEL AIRLINES,2026-07-12T18:00:00,2026-07-12T18:39:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
668,IZ,263,ARKIA  ISRAELI  AIRLINES,2026-07-12T17:10:00,2026-07-12T18:44:00,D,IBZ,IBIZA,איביזה,IBIZA,ספרד,SPAIN,3.0,G1-G18,G,DEPARTED,המריאה,5.0
669,U8,234,TUS AIRWAYS,2026-07-12T16:55:00,2026-07-12T18:45:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,46-55,B,ON TIME,בזמן,1.75
670,BZ,757,BLUE BIRD AIRWAYS,2026-07-12T18:05:00,2026-07-12T18:48:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
671,CY,113,CYPRUS AIRWAYS,2026-07-12T18:40:00,2026-07-12T18:48:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,18-20,A,DEPARTED,המריאה,1.0
672,BZ,442,BLUE BIRD AIRWAYS,2026-07-12T15:25:00,2026-07-12T18:50:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,39-55,B,ON TIME,בזמן,3.0
673,LY,571,EL AL ISRAEL AIRLINES,2026-07-12T18:30:00,2026-07-12T18:50:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,78-99,D,DEPARTED,המריאה,2.5
674,RO,9100,TAROM - ROMANIAN AIR TRANSPORT,2026-07-12T18:30:00,2026-07-12T18:50:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,78-99,D,DEPARTED,המריאה,2.5
675,LY,5468,EL AL ISRAEL AIRLINES,2026-07-12T18:45:00,2026-07-12T18:51:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3.0,,,LANDED,נחתה,2.75
676,BZ,693,BLUE BIRD AIRWAYS,2026-07-12T18:10:00,2026-07-12T18:57:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
677,DL,7450,DELTA AIRLINES,2026-07-12T18:55:00,2026-07-12T18:59:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,11.5
678,LY,118,EL AL ISRAEL AIRLINES,2026-07-12T18:55:00,2026-07-12T18:59:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,11.5
679,LY,5412,EL AL ISRAEL AIRLINES,2026-07-12T18:20:00,2026-07-12T19:01:00,A,CPH,COPENHAGEN KASTRUP,קופנהאגן,COPENHAGEN,דנמרק,DENMARK,3.0,,,LANDING,בנחיתה,4.5
680,EK,2345,EMIRATES,2026-07-12T19:30:00,2026-07-12T19:07:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
681,FZ,1807,FLYDUBAI,2026-07-12T19:30:00,2026-07-12T19:07:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
682,IZ,289,ARKIA  ISRAELI  AIRLINES,2026-07-12T19:10:00,2026-07-12T19:10:00,D,BTS,BRATISLAVA,ברטיסלבה,BRATISLAVA,סלובקיה,SLOVAKIA,3.0,G1-G6,G,ON TIME,בזמן,3.5
683,LY,387,EL AL ISRAEL AIRLINES,2026-07-12T18:35:00,2026-07-12T19:10:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,78-99,D,ON TIME,בזמן,3.75
684,LY,5183,EL AL ISRAEL AIRLINES,2026-07-12T19:10:00,2026-07-12T19:10:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,1.0,312-325,A,ON TIME,בזמן,2.0
685,SK,3183,SAS,2026-07-12T18:35:00,2026-07-12T19:10:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,78-99,D,ON TIME,בזמן,3.75
686,TP,8912,AIR PORTUGAL,2026-07-12T18:35:00,2026-07-12T19:10:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,78-99,D,ON TIME,בזמן,3.75
687,BZ,272,BLUE BIRD AIRWAYS,2026-07-12T14:35:00,2026-07-12T19:11:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,34-55,B,DEPARTED,המריאה,4.25
688,6H,595,ISRAIR AIRLINES,2026-07-12T19:15:00,2026-07-12T19:15:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,201-204,G,ON TIME,בזמן,1.0
689,WZ,4311,RED WINGS AIRLINES,2026-07-12T19:30:00,2026-07-12T19:15:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3.0,,,LANDING,בנחיתה,4.0
