id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,flight_duration_minutes,flight_duration_days
636,BT,6678,AIR BALTIC,2026-07-12T17:50:00,2026-07-12T18:17:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,LANDED,נחתה,27.0,0.019
637,KL,2472,K.L.M.,2026-07-12T17:50:00,2026-07-12T18:17:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,LANDED,נחתה,27.0,0.019
638,LY,338,EL AL ISRAEL AIRLINES,2026-07-12T17:50:00,2026-07-12T18:17:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,LANDED,נחתה,27.0,0.019
639,SK,3150,SAS,2026-07-12T17:50:00,2026-07-12T18:17:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,LANDED,נחתה,27.0,0.019
640,LY,2523,EL AL ISRAEL AIRLINES,2026-07-12T18:00:00,2026-07-12T18:18:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,78-99,D,DEPARTED,המריאה,18.0,0.013
641,IZ,1749,ARKIA  ISRAELI  AIRLINES,2026-07-12T17:20:00,2026-07-12T18:20:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,G1-G18,G,DEPARTED,המריאה,60.0,0.042
642,AF,6175,AIR FRANCE,2026-07-12T18:10:00,2026-07-12T18:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,LANDED,נחתה,16.0,0.011
643,AM,7855,AERO MEXICO,2026-07-12T18:10:00,2026-07-12T18:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,LANDED,נחתה,16.0,0.011
644,LY,222,EL AL ISRAEL AIRLINES,2026-07-12T18:10:00,2026-07-12T18:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,LANDED,נחתה,16.0,0.011
645,SK,3196,SAS,2026-07-12T18:10:00,2026-07-12T18:26:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,LANDED,נחתה,16.0,0.011
646,LY,363,EL AL ISRAEL AIRLINES,2026-07-12T17:35:00,2026-07-12T18:29:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,78-99,D,DEPARTED,המריאה,54.0,0.037
647,AF,6173,AIR FRANCE,2026-07-12T17:10:00,2026-07-12T18:31:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,81.0,0.056
648,LIL,9136,FLY LILI,2026-07-12T17:55:00,2026-07-12T18:31:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,36.0,0.025
649,LY,223,EL AL ISRAEL AIRLINES,2026-07-12T17:10:00,2026-07-12T18:31:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,81.0,0.056
650,6H,565,ISRAIR AIRLINES,2026-07-12T18:05:00,2026-07-12T18:34:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,201-210,G,DEPARTED,המריאה,29.0,0.02
651,6H,762,ISRAIR AIRLINES,2026-07-12T18:40:00,2026-07-12T18:34:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,LANDED,נחתה,-6.0,-0.004
652,AR,7859,AEROLINEAS ARGENTINAS S.A.,2026-07-12T18:00:00,2026-07-12T18:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,36.0,0.025
653,LY,383,EL AL ISRAEL AIRLINES,2026-07-12T18:00:00,2026-07-12T18:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,36.0,0.025
654,SK,3169,SAS,2026-07-12T18:00:00,2026-07-12T18:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,36.0,0.025
655,TP,8900,AIR PORTUGAL,2026-07-12T18:00:00,2026-07-12T18:36:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,36.0,0.025
656,LY,289,EL AL ISRAEL AIRLINES,2026-07-12T18:00:00,2026-07-12T18:39:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,39.0,0.027
657,IZ,263,ARKIA  ISRAELI  AIRLINES,2026-07-12T17:10:00,2026-07-12T18:44:00,D,IBZ,IBIZA,איביזה,IBIZA,ספרד,SPAIN,3.0,G1-G18,G,DEPARTED,המריאה,94.0,0.065
658,BZ,757,BLUE BIRD AIRWAYS,2026-07-12T18:05:00,2026-07-12T18:48:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,LANDED,נחתה,43.0,0.03
659,CY,113,CYPRUS AIRWAYS,2026-07-12T18:40:00,2026-07-12T18:48:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,18-20,A,DEPARTED,המריאה,8.0,0.006
660,BZ,442,BLUE BIRD AIRWAYS,2026-07-12T15:25:00,2026-07-12T18:50:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,39-55,B,ON TIME,בזמן,205.0,0.142
661,LY,571,EL AL ISRAEL AIRLINES,2026-07-12T18:30:00,2026-07-12T18:50:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,78-99,D,DEPARTED,המריאה,20.0,0.014
662,RO,9100,TAROM - ROMANIAN AIR TRANSPORT,2026-07-12T18:30:00,2026-07-12T18:50:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,78-99,D,DEPARTED,המריאה,20.0,0.014
663,LY,5468,EL AL ISRAEL AIRLINES,2026-07-12T18:45:00,2026-07-12T18:51:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3.0,,,LANDED,נחתה,6.0,0.004
664,BZ,693,BLUE BIRD AIRWAYS,2026-07-12T18:10:00,2026-07-12T18:57:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,LANDED,נחתה,47.0,0.033
665,U8,234,TUS AIRWAYS,2026-07-12T16:55:00,2026-07-12T18:58:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,46-55,B,DEPARTED,המריאה,123.0,0.085
666,DL,7450,DELTA AIRLINES,2026-07-12T18:55:00,2026-07-12T18:59:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,4.0,0.003
667,LY,118,EL AL ISRAEL AIRLINES,2026-07-12T18:55:00,2026-07-12T18:59:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,4.0,0.003
668,LY,5412,EL AL ISRAEL AIRLINES,2026-07-12T18:20:00,2026-07-12T19:01:00,A,CPH,COPENHAGEN KASTRUP,קופנהאגן,COPENHAGEN,דנמרק,DENMARK,3.0,,,LANDED,נחתה,41.0,0.028
669,EK,2345,EMIRATES,2026-07-12T19:30:00,2026-07-12T19:07:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,-23.0,-0.016
670,FZ,1807,FLYDUBAI,2026-07-12T19:30:00,2026-07-12T19:07:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,-23.0,-0.016
671,BZ,272,BLUE BIRD AIRWAYS,2026-07-12T14:35:00,2026-07-12T19:11:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,34-55,B,DEPARTED,המריאה,276.0,0.192
672,5F,5509,FLYONE,2026-07-12T18:30:00,2026-07-12T19:17:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,LANDED,נחתה,47.0,0.033
673,WZ,4311,RED WINGS AIRLINES,2026-07-12T19:30:00,2026-07-12T19:20:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3.0,,,LANDED,נחתה,-10.0,-0.007
674,IZ,289,ARKIA  ISRAELI  AIRLINES,2026-07-12T19:10:00,2026-07-12T19:21:00,D,BTS,BRATISLAVA,ברטיסלבה,BRATISLAVA,סלובקיה,SLOVAKIA,3.0,G1-G6,G,DEPARTED,המריאה,11.0,0.008
675,LY,387,EL AL ISRAEL AIRLINES,2026-07-12T18:35:00,2026-07-12T19:22:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,47.0,0.033
676,SK,3183,SAS,2026-07-12T18:35:00,2026-07-12T19:22:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,47.0,0.033
677,TP,8912,AIR PORTUGAL,2026-07-12T18:35:00,2026-07-12T19:22:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,47.0,0.033
678,IZ,822,ARKIA  ISRAELI  AIRLINES,2026-07-12T19:20:00,2026-07-12T19:23:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,LANDED,נחתה,3.0,0.002
679,AM,7865,AERO MEXICO,2026-07-12T19:25:00,2026-07-12T19:25:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
680,DL,7432,DELTA AIRLINES,2026-07-12T19:25:00,2026-07-12T19:25:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
681,LY,011,EL AL ISRAEL AIRLINES,2026-07-12T19:25:00,2026-07-12T19:25:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
682,BZ,701,BLUE BIRD AIRWAYS,2026-07-12T18:40:00,2026-07-12T19:29:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDED,נחתה,49.0,0.034
683,IZ,994,ARKIA  ISRAELI  AIRLINES,2026-07-12T19:50:00,2026-07-12T19:38:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,LANDED,נחתה,-12.0,-0.008
684,LY,5183,EL AL ISRAEL AIRLINES,2026-07-12T19:10:00,2026-07-12T19:39:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,1.0,312-325,A,DEPARTED,המריאה,29.0,0.02
685,LY,2367,EL AL ISRAEL AIRLINES,2026-07-12T19:40:00,2026-07-12T19:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
686,6H,595,ISRAIR AIRLINES,2026-07-12T19:15:00,2026-07-12T19:41:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,201-204,G,DEPARTED,המריאה,26.0,0.018
687,LY,5142,EL AL ISRAEL AIRLINES,2026-07-12T19:35:00,2026-07-12T19:42:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,7.0,0.005
688,BZ,564,BLUE BIRD AIRWAYS,2026-07-12T19:10:00,2026-07-12T19:50:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,37-55,B,ON TIME,בזמן,40.0,0.028
689,BZ,758,BLUE BIRD AIRWAYS,2026-07-12T19:20:00,2026-07-12T19:50:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,37-55,B,ON TIME,בזמן,30.0,0.021
690,LY,5195,EL AL ISRAEL AIRLINES,2026-07-12T19:30:00,2026-07-12T19:50:00,D,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,1.0,312-325,A,DEPARTED,המריאה,20.0,0.014
691,LY,543,EL AL ISRAEL AIRLINES,2026-07-12T19:30:00,2026-07-12T19:52:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,78-99,D,DEPARTED,המריאה,22.0,0.015
692,EK,2451,EMIRATES,2026-07-12T19:25:00,2026-07-12T19:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-61,C,ON TIME,בזמן,30.0,0.021
693,FZ,1626,FLYDUBAI,2026-07-12T19:25:00,2026-07-12T19:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-61,C,ON TIME,בזמן,30.0,0.021
694,LY,5450,EL AL ISRAEL AIRLINES,2026-07-12T20:20:00,2026-07-12T19:55:00,A,PVK,PREVEZA,פרבצה,PREVEZA,יוון,GREECE,3.0,,,LANDING,בנחיתה,-25.0,-0.017
695,A3,926,AEGEAN  AIRLINES,2026-07-12T19:00:00,2026-07-12T19:57:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDING,בנחיתה,57.0,0.04
696,EK,4976,EMIRATES,2026-07-12T19:00:00,2026-07-12T19:57:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDING,בנחיתה,57.0,0.04
697,JU,7620,AIR SERBIA,2026-07-12T19:00:00,2026-07-12T19:57:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDING,בנחיתה,57.0,0.04
698,4V,517,SKY UP NISTRU,2026-07-12T19:00:00,2026-07-12T19:57:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,LANDING,בנחיתה,57.0,0.04
699,LY,5137,EL AL ISRAEL AIRLINES,2026-07-12T19:40:00,2026-07-12T19:59:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,1.0,312-325,A,DEPARTED,המריאה,19.0,0.013
700,6H,891,ISRAIR AIRLINES,2026-07-12T19:40:00,2026-07-12T20:00:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,305-309,A,ON TIME,בזמן,20.0,0.014
701,AM,7880,AERO MEXICO,2026-07-12T19:35:00,2026-07-12T20:06:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,LANDING,בנחיתה,31.0,0.022
702,DL,7433,DELTA AIRLINES,2026-07-12T19:35:00,2026-07-12T20:06:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,LANDING,בנחיתה,31.0,0.022
703,LY,014,EL AL ISRAEL AIRLINES,2026-07-12T19:35:00,2026-07-12T20:06:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,LANDING,בנחיתה,31.0,0.022
704,EY,598,ETIHAD AIRWAYS,2026-07-12T20:10:00,2026-07-12T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,12-17,A,ON TIME,בזמן,0.0,0.0
705,LY,9607,EL AL ISRAEL AIRLINES,2026-07-12T20:10:00,2026-07-12T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,12-17,A,ON TIME,בזמן,0.0,0.0
706,4L,102,ONE CLICK,2026-07-12T18:55:00,2026-07-12T20:10:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,30-33,A,ON TIME,בזמן,75.0,0.052
707,LY,5116,EL AL ISRAEL AIRLINES,2026-07-12T19:20:00,2026-07-12T20:13:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,LANDING,בנחיתה,53.0,0.037
708,5F,5510,FLYONE,2026-07-12T19:30:00,2026-07-12T20:15:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,23-26,A,ON TIME,בזמן,45.0,0.031
709,6H,532,ISRAIR AIRLINES,2026-07-12T20:15:00,2026-07-12T20:15:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,,,FINAL,סופי,0.0,0.0
710,6H,516,ISRAIR AIRLINES,2026-07-12T19:55:00,2026-07-12T20:17:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,FINAL,סופי,22.0,0.015
711,BZ,698,BLUE BIRD AIRWAYS,2026-07-12T17:20:00,2026-07-12T20:20:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,46-55,B,ON TIME,בזמן,180.0,0.125
712,IZ,827,ARKIA  ISRAELI  AIRLINES,2026-07-12T20:20:00,2026-07-12T20:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,349-354,C,ON TIME,בזמן,0.0,0.0
713,6H,888,ISRAIR AIRLINES,2026-07-12T19:50:00,2026-07-12T20:20:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,FINAL,סופי,30.0,0.021
714,U8,157,TUS AIRWAYS,2026-07-12T19:00:00,2026-07-12T20:22:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,DELAYED,עיכוב,82.0,0.057
715,6H,046,ISRAIR AIRLINES,2026-07-12T20:15:00,2026-07-12T20:23:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,FINAL,סופי,8.0,0.006
716,6H,584,ISRAIR AIRLINES,2026-07-12T17:10:00,2026-07-12T20:27:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,DELAYED,עיכוב,197.0,0.137
717,6H,163,ISRAIR AIRLINES,2026-07-12T20:30:00,2026-07-12T20:30:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,1.0,305-309,A,ON TIME,בזמן,0.0,0.0
718,6H,598,ISRAIR AIRLINES,2026-07-12T20:10:00,2026-07-12T20:34:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,FINAL,סופי,24.0,0.017
719,U8,159,TUS AIRWAYS,2026-07-12T19:00:00,2026-07-12T20:36:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,FINAL,סופי,96.0,0.067
720,AF,7070,AIR FRANCE,2026-07-12T20:55:00,2026-07-12T20:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,FINAL,סופי,-15.0,-0.01
721,AM,7862,AERO MEXICO,2026-07-12T20:55:00,2026-07-12T20:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,FINAL,סופי,-15.0,-0.01
722,LY,324,EL AL ISRAEL AIRLINES,2026-07-12T20:55:00,2026-07-12T20:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,FINAL,סופי,-15.0,-0.01
723,SK,3160,SAS,2026-07-12T20:55:00,2026-07-12T20:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,FINAL,סופי,-15.0,-0.01
724,BZ,697,BLUE BIRD AIRWAYS,2026-07-12T20:45:00,2026-07-12T20:45:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
725,EK,2346,EMIRATES,2026-07-12T20:45:00,2026-07-12T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-61,C,ON TIME,בזמן,0.0,0.0
726,FZ,1808,FLYDUBAI,2026-07-12T20:45:00,2026-07-12T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-61,C,ON TIME,בזמן,0.0,0.0
727,WZ,4312,RED WINGS AIRLINES,2026-07-12T20:45:00,2026-07-12T20:45:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3.0,62-64,C,ON TIME,בזמן,0.0,0.0
728,LY,5109,EL AL ISRAEL AIRLINES,2026-07-12T20:50:00,2026-07-12T20:50:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,312-325,A,ON TIME,בזמן,0.0,0.0
729,4V,518,SKY UP NISTRU,2026-07-12T20:00:00,2026-07-12T20:50:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,34-36,B,ON TIME,בזמן,50.0,0.035
730,DL,7446,DELTA AIRLINES,2026-07-12T20:55:00,2026-07-12T20:56:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,1.0,0.001
731,LY,122,EL AL ISRAEL AIRLINES,2026-07-12T20:55:00,2026-07-12T20:56:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,1.0,0.001
732,W6,4433,WIZZAIR,2026-07-12T21:00:00,2026-07-12T20:59:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,FINAL,סופי,-1.0,-0.001
733,A3,927,AEGEAN  AIRLINES,2026-07-12T19:55:00,2026-07-12T21:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,223-226,G,ON TIME,בזמן,65.0,0.045
734,EK,4978,EMIRATES,2026-07-12T19:55:00,2026-07-12T21:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,223-226,G,ON TIME,בזמן,65.0,0.045
735,JU,7614,AIR SERBIA,2026-07-12T19:55:00,2026-07-12T21:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,223-226,G,ON TIME,בזמן,65.0,0.045
736,LY,5181,EL AL ISRAEL AIRLINES,2026-07-12T21:00:00,2026-07-12T21:00:00,D,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,1.0,312-325,A,ON TIME,בזמן,0.0,0.0
737,6H,512,ISRAIR AIRLINES,2026-07-12T18:05:00,2026-07-12T21:02:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,FINAL,סופי,177.0,0.123
738,6H,711,ISRAIR AIRLINES,2026-07-12T18:00:00,2026-07-12T21:05:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3.0,201-210,G,ON TIME,בזמן,185.0,0.128
739,LY,5129,EL AL ISRAEL AIRLINES,2026-07-12T21:15:00,2026-07-12T21:15:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
740,6H,581,ISRAIR AIRLINES,2026-07-12T21:15:00,2026-07-12T21:15:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,201-209,G,ON TIME,בזמן,0.0,0.0
741,6H,713,ISRAIR AIRLINES,2026-07-12T21:15:00,2026-07-12T21:15:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3.0,201-210,G,ON TIME,בזמן,0.0,0.0
742,LY,5133,EL AL ISRAEL AIRLINES,2026-07-12T20:30:00,2026-07-12T21:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,312-325,A,ON TIME,בזמן,50.0,0.035
743,EK,2167,EMIRATES,2026-07-12T21:40:00,2026-07-12T21:24:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,FINAL,סופי,-16.0,-0.011
744,FZ,1053,FLYDUBAI,2026-07-12T21:40:00,2026-07-12T21:24:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,FINAL,סופי,-16.0,-0.011
745,6H,563,ISRAIR AIRLINES,2026-07-12T21:25:00,2026-07-12T21:25:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,201-210,G,ON TIME,בזמן,0.0,0.0
746,6H,729,ISRAIR AIRLINES,2026-07-12T18:10:00,2026-07-12T21:30:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,201-210,G,ON TIME,בזמן,200.0,0.139
747,6H,895,ISRAIR AIRLINES,2026-07-12T21:30:00,2026-07-12T21:30:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,201-210,G,ON TIME,בזמן,0.0,0.0
748,LY,578,EL AL ISRAEL AIRLINES,2026-07-12T21:20:00,2026-07-12T21:31:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,FINAL,סופי,11.0,0.008
749,J2,321,AZERBAIJAN AIRLINES,2026-07-12T21:45:00,2026-07-12T21:32:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,FINAL,סופי,-13.0,-0.009
750,LY,9956,EL AL ISRAEL AIRLINES,2026-07-12T21:45:00,2026-07-12T21:32:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,FINAL,סופי,-13.0,-0.009
751,IZ,094,ARKIA  ISRAELI  AIRLINES,2026-07-12T20:15:00,2026-07-12T21:40:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,DELAYED,עיכוב,85.0,0.059
752,IZ,368,ARKIA  ISRAELI  AIRLINES,2026-07-12T21:00:00,2026-07-12T21:44:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3.0,,,FINAL,סופי,44.0,0.031
753,IZ,412,ARKIA  ISRAELI  AIRLINES,2026-07-12T21:50:00,2026-07-12T21:50:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
754,U8,102,TUS AIRWAYS,2026-07-12T21:55:00,2026-07-12T21:55:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
755,U8,461,TUS AIRWAYS,2026-07-12T21:55:00,2026-07-12T21:55:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,0.0,0.0
